,name,hand,height,rang,matchs,win,pourc_return_win_pnt,pourc_break_games,pourc_break_point_made,pourc_break_point_saved,pourc_serv_games_win,pourc_serv_in,mean_ranking_oppo,pourc_serv_win_pnt,Under Pressure Rating, % Break Point Saved, % Break Points Converted Pressure, % Deciding Sets Won, % Tie Breaks Won
202,tommy haas,R,188.0,,25.0,14.0,0.3693700423424994,0.22504095904095903,0.4554761904761906,0.4973766233766233,0.8052710622710623,0.6374416922416485,82.44,0.6533683712965582,,,,,
235,lleyton hewitt,R,180.0,,29.0,14.0,0.3976487446636496,0.27593530326271454,0.41331173867471516,0.5351412098689775,0.7193663779016614,0.5401760835510527,64.41379310344827,0.5997470016086432,208.2,62.2%,43.5%,69.2%,33.3%
249,roger federer,R,185.0,,74.0,64.0,0.40851934378245636,0.29060610157746364,0.4512959549673778,0.6283442533442533,0.9184276505600034,0.6389490808095072,38.486486486486484,0.725523088826661,242.4,70.7%,39.4%,70.8%,61.5%
279,mikhail youzhny,R,183.0,,40.0,18.0,0.38588647119877284,0.25311501460318603,0.4010599123099124,0.5195100732600733,0.7585914446096672,0.6268628891095728,85.925,0.6210444585609896,173.6,59.7%,39.9%,27.3%,46.7%
283,michael russell,R,173.0,,16.0,6.0,0.3730817517348319,0.22779543342865707,0.41467829556064856,0.5083198051948052,0.7023038593351093,0.6264267429156142,62.125,0.5873679424251557,,,,,
285,tommy robredo,R,180.0,,69.0,43.0,0.3717084434788223,0.22504939849838212,0.3900471910718915,0.5553598855111141,0.8351036143477925,0.637903632588644,55.72463768115942,0.6676302960761091,205.6,63.8%,37.3%,50.0%,54.5%
286,nikolay davydenko,R,178.0,,15.0,6.0,0.3270566945769983,0.17977985309187355,0.3596560846560847,0.5882804232804233,0.7822105970187813,0.649551234529514,73.46666666666667,0.6296170317379477,,,,,
288,albert montanes,R,175.0,,27.0,12.0,0.3370234226341505,0.17794736128069466,0.4133357383357383,0.5957231040564374,0.7219328208707294,0.6333598614215936,92.11111111111111,0.608464194786887,,,,,
292,michael llodra,L,190.0,,5.0,2.0,0.34234197303526614,0.15775252525252523,0.2642857142857143,0.5681318681318681,0.7820959595959596,0.6892842098922831,30.0,0.6408194914318412,,,,,
297,jarkko nieminen,L,185.0,,47.0,22.0,0.37200611596178673,0.22903114513515674,0.42909026378988835,0.5026784785232846,0.7506021333461884,0.6473214163889872,80.08510638297872,0.6264158794808048,197.8,58.5%,38.1%,46.7%,54.5%
298,feliciano lopez,L,188.0,,62.0,38.0,0.32120615421278964,0.14421064519499058,0.31939964157706086,0.6165479681608714,0.8492244538615507,0.5960151946659246,62.46774193548387,0.6725381988639957,240.8,69.3%,34.5%,83.3%,53.7%
306,paul henri mathieu,R,185.0,,26.0,9.0,0.3301462328979762,0.1549891507128349,0.2718653141730065,0.5606561173868866,0.7568869698677392,0.5549495885562542,59.23076923076923,0.6230783032807958,,,,,
307,jurgen melzer,L,183.0,,33.0,13.0,0.3692355982876379,0.22206983202972508,0.3623311066246613,0.5381421586565127,0.7343147518949659,0.6549391829095531,69.42424242424242,0.6124827879751767,182.8,57.7%,37.7%,46.2%,41.2%
309,david ferrer,R,175.0,,76.0,53.0,0.43518923849039276,0.3532879540909725,0.43818046593883725,0.5976845522898152,0.8029783636895214,0.626801735202389,50.81578947368421,0.6393465528000832,221.8,62.5%,43.0%,57.7%,58.6%
313,radek stepanek,R,185.0,,33.0,16.0,0.3803220620624223,0.24188552831600957,0.3623420350693078,0.5841242932152023,0.7906136297847528,0.6030816695732109,60.303030303030305,0.6446474102181259,197.9,58.9%,39.8%,42.9%,56.3%
325,robby ginepri,R,183.0,,10.0,3.0,0.3111190722495146,0.14454375689669807,0.32222222222222224,0.5639553429027114,0.6795634512546277,0.6326096499710661,36.6,0.5914790155779904,,,,,
326,rafael nadal,L,185.0,,54.0,43.0,0.4524929791631348,0.38897032235338586,0.5215928889174504,0.6170301406412518,0.8609362535596626,0.6970903078081669,58.5,0.6806298250080568,236.1,66.3%,48.4%,71.4%,50.0%
327,filippo volandri,R,183.0,,15.0,1.0,0.34423977361982605,0.1868065268065268,0.33735449735449735,0.46747970353233514,0.5401244126244127,0.68081237487508,106.06666666666666,0.5183802043307302,,,,,
328,ruben ramirez hidalgo,R,183.0,,3.0,0.0,0.34518808247621807,0.1537037037037037,0.47222222222222215,0.4777777777777777,0.5973063973063972,0.5091100367087474,74.33333333333333,0.5359253290357239,,,,,
329,victor hanescu,R,198.0,,22.0,9.0,0.34461910762872083,0.1924659045648351,0.3260212010212011,0.5693924539512775,0.7288823710298522,0.7014006692840314,84.45454545454545,0.6002841181197601,,,,,
331,ivo karlovic,R,208.0,,62.0,35.0,0.2760180440252667,0.09480507501143172,0.2821515849741656,0.5160947027882512,0.8999765909776645,0.6620744040735322,74.14516129032258,0.7330312526630202,213.8,71.8%,31.8%,57.9%,52.3%
333,richard gasquet,R,185.0,,45.0,28.0,0.3583586748409895,0.21932370280409505,0.365522926601358,0.5014798781465447,0.8362963830041626,0.6449878994552211,63.6,0.6739470601987028,225.6,58.8%,38.3%,57.1%,71.4%
338,fernando verdasco,L,188.0,,44.0,25.0,0.37168125167570326,0.22366535850369937,0.4231970767936241,0.659469413260224,0.8121306122024361,0.6607963158885425,84.93181818181819,0.6429262157708551,195.2,65.7%,38.8%,47.8%,42.9%
339,tomas berdych,R,196.0,,73.0,53.0,0.39275410551056333,0.27336485441791,0.4099179648969715,0.5846095304999416,0.8540342210823448,0.5751105702244531,54.54794520547945,0.6844940915213225,188.4,63.0%,39.4%,50.0%,36.0%
340,florian mayer,R,190.0,,9.0,4.0,0.3823379246309682,0.24241630336214617,0.5279350279350279,0.5932601110619686,0.7276317885013538,0.6194375694478405,36.111111111111114,0.6178698772229214,,,,,
342,dmitry tursunov,R,185.0,,30.0,13.0,0.3529961513071658,0.21236912454017726,0.4526719576719576,0.6249302549302552,0.7779961169434854,0.6121026979380146,84.7,0.6190852696296693,189.6,64.0%,46.1%,33.3%,46.2%
343,julien benneteau,R,185.0,,46.0,25.0,0.3579924169412866,0.2171938657392621,0.3882429831800541,0.5804298961907657,0.818252846103583,0.6456558841501826,65.15217391304348,0.6517199153508703,180.0,62.9%,37.1%,50.0%,30.0%
347,potito starace,R,188.0,,3.0,1.0,0.3221971715515474,0.11904761904761903,0.1388888888888889,0.6362433862433863,0.75990675990676,0.7096263843251794,40.0,0.606490062815364,,,,,
348,juan monaco,R,185.0,,40.0,21.0,0.41030011005440237,0.3088056759631837,0.459606227106227,0.47715097402597406,0.728424583994437,0.6990095424097185,59.95,0.6157546546171864,189.3,52.9%,42.6%,43.8%,50.0%
349,philipp kohlschreiber,R,178.0,,59.0,35.0,0.37808811022345423,0.2384292320561101,0.48091437752454697,0.5297001491916746,0.8387506158860571,0.5864879272881148,67.84745762711864,0.665328424896821,193.4,61.6%,43.0%,36.8%,52.0%
350,nicolas almagro,R,183.0,,23.0,14.0,0.37535256491985675,0.2259352965874705,0.38886222473178994,0.5291172595520421,0.7914933319025392,0.5569467995069798,66.17391304347827,0.6683057257333072,,,,,
352,yen hsun lu,R,180.0,,44.0,23.0,0.34859050645515954,0.21132358802813345,0.3349798825576338,0.588644778267984,0.7944386106317926,0.6420784190042275,69.36363636363636,0.6493228896387223,,,,,
353,jan hernych,R,190.0,,2.0,1.0,0.3469113952957296,0.1526315789473684,0.35,0.6620879120879121,0.7865497076023391,0.6923076923076923,55.0,0.634271978021978,,,,,
355,gilles muller,L,193.0,,10.0,4.0,0.2797367794525709,0.1019140989729225,0.19880952380952382,0.4925641025641026,0.8089381914381916,0.6199371965061155,48.2,0.6639157105576373,,,,,
356,nicolas mahut,R,190.0,,35.0,13.0,0.33565514176980366,0.16141112510677727,0.3501285139255064,0.48991287743167444,0.7897253699770863,0.6111830950953222,85.22857142857143,0.6364161856387157,181.8,58.3%,36.2%,44.4%,42.9%
357,gael monfils,R,193.0,,42.0,28.0,0.3982319848279003,0.27502438621136105,0.41250432573961976,0.5006519274376418,0.8196951663338217,0.6379171127324199,53.642857142857146,0.6544855748494461,206.6,61.6%,39.8%,38.5%,66.7%
361,guillermo garcia lopez,R,188.0,,49.0,24.0,0.3879527170103826,0.25511454866368466,0.4164654789654789,0.5427732016093678,0.7177830539475198,0.5728575425737011,72.63265306122449,0.5984297662147001,,,,,
365,marcos baghdatis,R,183.0,,14.0,5.0,0.34082835260926486,0.154766393736982,0.36795743938601083,0.3809620934620935,0.767286377193498,0.5328330067008876,48.642857142857146,0.6238798749231063,,,,,
367,stan wawrinka,R,183.0,,47.0,31.0,0.37091901402823335,0.2382953306138537,0.4393965893653003,0.47139172883853736,0.8572717603631245,0.5583973751069087,40.276595744680854,0.6884064456656442,211.6,60.7%,42.0%,37.5%,71.4%
369,andreas seppi,R,190.0,,50.0,22.0,0.3633369810707039,0.20805636781519138,0.35428595970667587,0.591685090365431,0.7506770875507185,0.5737679504549021,63.7,0.6133170879187229,190.8,63.8%,36.5%,45.0%,45.5%
370,florent serra,R,180.0,,1.0,0.0,0.2708333333333333,0.0,0.0,0.42857142857142855,0.5,0.6304347826086957,45.0,0.5,,,,,
372,andy murray,R,190.0,,73.0,55.0,0.41729920319753055,0.32280577156420065,0.45690830108956415,0.5397448138329857,0.8125909800976631,0.5993578830749787,46.28767123287671,0.6570298571841037,229.3,60.6%,43.8%,72.7%,52.2%
373,bjorn phau,R,175.0,,3.0,2.0,0.43041140406137157,0.3666666666666667,0.5444444444444444,0.6083333333333334,0.7063492063492064,0.5262634945282461,43.0,0.6028865350488021,,,,,
374,jimmy wang,R,178.0,,6.0,2.0,0.3227995226455117,0.1641025641025641,0.251984126984127,0.502707088233404,0.6978715728715729,0.6208083857026835,47.166666666666664,0.5950594760047063,,,,,
375,novak djokovic,R,188.0,,69.0,61.0,0.44329042509780436,0.3722370278774236,0.4767609287060086,0.5507387539996236,0.8812430264156604,0.6697379586765102,29.391304347826086,0.6957081145317467,253.3,63.2%,45.4%,88.2%,56.5%
377,juan martin del potro,R,198.0,,10.0,7.0,0.3562464837900837,0.22877085877085873,0.43733893557422976,0.6252777777777778,0.8821234321234321,0.6508230610711838,63.1,0.710017470516769,,,,,
378,benjamin becker,R,178.0,,51.0,26.0,0.3542492968233748,0.21060537405693114,0.37576633606045373,0.5932744815097756,0.7920092585091834,0.5851731506325664,66.25490196078431,0.6397569832496668,206.5,59.7%,36.8%,60.0%,50.0%
379,frank dancevic,R,185.0,,8.0,2.0,0.29147368887902353,0.1132904411764706,0.3020833333333333,0.44771825396825393,0.6856570512820512,0.5821382745959301,55.875,0.5894248313783759,,,,,
380,gilles simon,R,183.0,,51.0,27.0,0.40239662379197744,0.2864787624234902,0.436793684471703,0.5830742351330587,0.7716849108390207,0.5609061870455111,65.70588235294117,0.627268987364547,203.3,62.6%,45.2%,50.0%,45.5%
382,carlos berlocq,R,183.0,,33.0,17.0,0.3978074421475303,0.2861162307686372,0.4393531043650661,0.6063911356023655,0.7314232657815546,0.6739006013563802,71.66666666666667,0.6112342264474896,218.6,61.3%,41.7%,55.6%,60.0%
388,marc gicquel,R,188.0,,2.0,1.0,0.4115633785600782,0.26666666666666666,0.42857142857142855,0.3666666666666667,0.796969696969697,0.5797264189465088,28.0,0.6977337688852593,,,,,
389,teymuraz gabashvili,R,188.0,,43.0,18.0,0.3688429845447476,0.23032527707810305,0.3608466184218579,0.5387404585079004,0.6965890652495162,0.5921499574750454,74.72093023255815,0.5890720451790943,191.1,56.6%,41.2%,60.0%,33.3%
391,alejandro falla,L,185.0,,26.0,9.0,0.3530035150678095,0.21911236189784652,0.4241300366300366,0.5579010450333979,0.6674199794674908,0.5677039359101284,70.96153846153847,0.5669245299369085,,,,,
397,sam querrey,R,198.0,,43.0,25.0,0.33665045862950743,0.17073697578859623,0.39461726903587363,0.7095397496560288,0.8596614768540394,0.603895782691704,74.88372093023256,0.6857538295110744,194.1,67.5%,36.6%,40.0%,50.0%
403,ernests gulbis,R,190.0,,59.0,39.0,0.3641678986085957,0.21569111469277671,0.39928992357627485,0.5629448235380438,0.8513983202870488,0.601089183182061,57.40677966101695,0.67865435144358,247.2,64.2%,40.4%,81.3%,61.3%
404,chris guccione,L,201.0,,1.0,0.0,0.18032786885245902,0.0,0.0,0.6666666666666666,0.9090909090909091,0.6470588235294118,36.0,0.6764705882352942,,,,,
406,michael berrer,L,193.0,,6.0,1.0,0.2885263182184188,0.09666860916860916,0.43253968253968256,0.6472222222222221,0.741396103896104,0.6475462862433295,53.666666666666664,0.5924915176129852,,,,,
407,simone bolelli,R,183.0,,11.0,3.0,0.3159264123783705,0.0960211001120092,0.26136363636363635,0.3791584677948314,0.781730289912108,0.6381804099581821,35.09090909090909,0.6520794531725229,,,,,
409,jo-wilfried tsonga,R,188.0,,50.0,33.0,0.34391438004051494,0.1832913410119292,0.37462701187701186,0.6201168480642165,0.8645907882966707,0.6125190587173432,49.2,0.6837940839205666,249.4,70.0%,38.8%,71.4%,69.2%
410,edouard roger vasselin,R,188.0,,44.0,17.0,0.3374176355284854,0.16151105926471815,0.3582059373336111,0.6522838903520723,0.8077719046011684,0.6627842459271096,60.27272727272727,0.6408244847728035,,,,,
413,robin haase,R,190.0,,37.0,15.0,0.3416577334115089,0.18712891727597605,0.3550082207976945,0.510844110844111,0.7559614462091243,0.6069693687806172,75.75675675675676,0.6166092298913309,167.4,56.5%,39.5%,57.1%,14.3%
414,steve darcis,R,178.0,,1.0,0.0,0.37888198757763975,0.24,0.46153846153846156,0.6875,0.8076923076923077,0.6130952380952381,65.0,0.6369047619047619,,,,,
415,fabio fognini,R,178.0,,59.0,36.0,0.3818144957320358,0.27040451131139587,0.41240774291621746,0.48495965096164495,0.7097377026517239,0.5902363534569303,78.0677966101695,0.6026319997855029,245.5,55.9%,42.6%,73.7%,73.3%
416,marin cilic,R,198.0,,68.0,48.0,0.3837122915763014,0.24403113062780957,0.39592845879610583,0.6387925713777107,0.839232561920948,0.5712145511404958,60.029411764705884,0.6689864699694154,229.9,66.2%,37.6%,57.1%,69.0%
417,marcel granollers,R,190.0,,43.0,16.0,0.3657819137280479,0.21132750438206427,0.40079213001356584,0.4422012096430701,0.7000952128985495,0.6024609654988734,59.55813953488372,0.6015934357171998,184.5,54.1%,40.4%,40.0%,50.0%
418,thomaz bellucci,L,188.0,,26.0,14.0,0.36517717422949025,0.22291824442744176,0.4945207570207571,0.5500457875457875,0.7885718448218448,0.5614058731844792,59.26923076923077,0.6392795847368488,,,,,
419,viktor troicki,R,193.0,,12.0,8.0,0.4018709740576045,0.2842036435786436,0.45896164021164026,0.5455898268398268,0.8256328162578161,0.5499607151780933,37.416666666666664,0.6689074097708896,,,,,
420,dudi sela,R,175.0,,29.0,13.0,0.3784536018773909,0.24965829189967118,0.3841708888362032,0.4921687507894404,0.7259401518022208,0.5932503054260065,73.37931034482759,0.6146418157232533,186.9,55.9%,41.9%,42.9%,46.2%
421,john isner,R,206.0,,57.0,37.0,0.3016563987186517,0.1033830821840648,0.25356714435661803,0.6272271588061062,0.9261576141909965,0.6782167052214184,72.08771929824562,0.7205413642039287,231.5,75.3%,24.4%,66.7%,65.1%
